25	26	0
26	27	0
27	28	0
28	29	0
29	30	0
30	31	0
31	32	0
32	33	0
33	34	0
34	35	0
35	36	0
36	37	0.05
37	38	0.05
38	39	0.05
39	40	0.05
40	42	0.1
42	44	0.1
44	46	0.15
46	48	0.2
48	50	0.25
50	52	0.25
52	54	0.3
54	56	0.35
56	58	0.35
58	60	0.4
60	62	0.45
62	64	0.45
64	66	0.5
66	68	0.55
68	70	0.55
70	72	0.55
72	74	0.6
74	76	0.6
76	78	0.65
78	80	0.65
80	82	0.65
82	84	0.65
84	86	0.7
86	88	0.7
88	90	0.7
90	92	0.7
92	94	0.7
94	96	0.75
96	98	0.75
98	100	0.75
100	105	0.75
105	110	0.8
110	115	0.8
115	120	0.8
25	26	0
26	27	0
27	28	0
28	29	0
29	30	0
30	31	0
31	32	0
32	33	0
33	34	0
34	35	0
35	36	0
36	37	0.05
37	38	0.05
38	39	0.05
39	40	0.05
40	42	0.1
42	44	0.1
44	46	0.15
46	48	0.2
48	50	0.25
50	52	0.25
52	54	0.3
54	56	0.35
56	58	0.35
58	60	0.4
60	62	0.45
62	64	0.45
64	66	0.5
66	68	0.55
68	70	0.55
70	72	0.55
72	74	0.6
74	76	0.6
76	78	0.65
78	80	0.65
80	82	0.65
82	84	0.65
84	86	0.7
86	88	0.7
88	90	0.7
90	92	0.7
92	94	0.7
94	96	0.75
96	98	0.75
98	100	0.75
100	105	0.75
105	110	0.8
110	115	0.8
115	120	0.8
25	26	0
26	27	0
27	28	0
28	29	0
29	30	0
30	31	0
31	32	0
32	33	0
33	34	0
34	35	0
35	36	0
36	37	0.05
37	38	0.05
38	39	0.05
39	40	0.05
40	42	0.1
42	44	0.1
44	46	0.15
46	48	0.2
48	50	0.25
50	52	0.25
52	54	0.3
54	56	0.35
56	58	0.35
58	60	0.4
60	62	0.45
62	64	0.45
64	66	0.5
66	68	0.55
68	70	0.55
70	72	0.55
72	74	0.6
74	76	0.6
76	78	0.65
78	80	0.65
80	82	0.65
82	84	0.65
84	86	0.7
86	88	0.7
88	90	0.7
90	92	0.7
92	94	0.7
94	96	0.75
96	98	0.75
98	100	0.75
100	105	0.75
105	110	0.8
110	115	0.8
115	120	0.8
25	26	0
26	27	0
27	28	0
28	29	0
29	30	0
30	31	0
31	32	0
32	33	0
33	34	0
34	35	0
35	36	0
36	37	0.05
37	38	0.05
38	39	0.05
39	40	0.05
40	42	0.1
42	44	0.1
44	46	0.15
46	48	0.2
48	50	0.25
50	52	0.25
52	54	0.3
54	56	0.35
56	58	0.35
58	60	0.4
60	62	0.45
62	64	0.45
64	66	0.5
66	68	0.55
68	70	0.55
70	72	0.55
72	74	0.6
74	76	0.6
76	78	0.65
78	80	0.65
80	82	0.65
