4.3,4.6,0.42227,0.00258
4.6,4.9,0.52990,0.00300
4.9,5.2,0.62479,0.00335
5.2,5.5,0.69384,0.00360
5.5,5.8,0.73431,0.00376
5.8,6.1,0.75695,0.00383
6.1,6.4,0.76358,0.00386
6.4,6.7,0.77111,0.00389
6.7,7.0,0.77174,0.00389
7.0,8.0,0.77156,0.00213
8.0,9.0,0.76373,0.00211
9.0,10.0,0.75975,0.00211
10.0,12.0,0.75563,0.00149
12.0,14.0,0.75667,0.00149
14.0,16.0,0.75701,0.00149
16.0,18.0,0.75975,0.00150
18.0,20.0,0.76459,0.00151
