25	26	0.6
26	27	0.6
27	28	0.65
28	29	0.65
29	30	0.65
30	31	0.65
31	32	0.7
32	33	0.7
33	34	0.7
34	35	0.7
35	36	0.7
36	37	0.7
37	38.5	0.7
38.5	40	0.75
40	41.5	0.75
41.5	43	0.75
43	44.5	0.75
44.5	46	0.75
46	48.5	0.75
48.5	51	0.8
51	53.5	0.8
53.5	56	0.8
56	58.5	0.8
58.5	61	0.8
61	63.5	0.8
63.5	66	0.8
66	68.5	0.85
68.5	71	0.85
71	73.5	0.85
73.5	76	0.85
76	80	0.85
80	84	0.85
84	88	0.85
88	92	0.85
92	96	0.85
96	100	0.85
100	110	0.9
110	120	0.9
